filepath,category,is_healthy,is_degraded,has_anthrophony,filename
/kaggle/working/processed/healthy/20221116T155500_4407951432584596_2.0_clip_010.wav,healthy,1,0,0,20221116T155500_4407951432584596_2.0_clip_010.wav
/kaggle/working/processed/healthy/20221117T065500_4407951432584596_2.0_clip_009.wav,healthy,1,0,0,20221117T065500_4407951432584596_2.0_clip_009.wav
/kaggle/working/processed/healthy/20221116T223500_4407951432584596_2.0_clip_011.wav,healthy,1,0,0,20221116T223500_4407951432584596_2.0_clip_011.wav
/kaggle/working/processed/healthy/20221116T233500_4407951432584596_2.0_clip_007.wav,healthy,1,0,0,20221116T233500_4407951432584596_2.0_clip_007.wav
/kaggle/working/processed/healthy/20221117T095500_4407951432584596_2.0_clip_002.wav,healthy,1,0,0,20221117T095500_4407951432584596_2.0_clip_002.wav
/kaggle/working/processed/healthy/20221117T033500_4407951432584596_2.0_clip_008.wav,healthy,1,0,0,20221117T033500_4407951432584596_2.0_clip_008.wav
/kaggle/working/processed/healthy/20221116T215500_4407951432584596_2.0_clip_012.wav,healthy,1,0,0,20221116T215500_4407951432584596_2.0_clip_012.wav
/kaggle/working/processed/healthy/20221117T081500_4407951432584596_2.0_clip_002.wav,healthy,1,0,0,20221117T081500_4407951432584596_2.0_clip_002.wav
/kaggle/working/processed/healthy/20221117T022500_4407951432584596_2.0_clip_006.wav,healthy,1,0,0,20221117T022500_4407951432584596_2.0_clip_006.wav
/kaggle/working/processed/healthy/20221116T132500_4407951432584596_2.0_clip_011.wav,healthy,1,0,0,20221116T132500_4407951432584596_2.0_clip_011.wav
/kaggle/working/processed/healthy/20221116T213500_4407951432584596_2.0_clip_007.wav,healthy,1,0,0,20221116T213500_4407951432584596_2.0_clip_007.wav
/kaggle/working/processed/healthy/20221117T045500_4407951432584596_2.0_clip_009.wav,healthy,1,0,0,20221117T045500_4407951432584596_2.0_clip_009.wav
/kaggle/working/processed/healthy/20221117T033500_4407951432584596_2.0_clip_006.wav,healthy,1,0,0,20221117T033500_4407951432584596_2.0_clip_006.wav
/kaggle/working/processed/healthy/20221117T003500_4407951432584596_2.0_clip_002.wav,healthy,1,0,0,20221117T003500_4407951432584596_2.0_clip_002.wav
/kaggle/working/processed/healthy/20221117T052500_4407951432584596_2.0_clip_006.wav,healthy,1,0,0,20221117T052500_4407951432584596_2.0_clip_006.wav
/kaggle/working/processed/healthy/20221117T035500_4407951432584596_2.0_clip_003.wav,healthy,1,0,0,20221117T035500_4407951432584596_2.0_clip_003.wav
/kaggle/working/processed/healthy/20221117T024500_4407951432584596_2.0_clip_010.wav,healthy,1,0,0,20221117T024500_4407951432584596_2.0_clip_010.wav
/kaggle/working/processed/healthy/20221117T025500_4407951432584596_2.0_clip_008.wav,healthy,1,0,0,20221117T025500_4407951432584596_2.0_clip_008.wav
/kaggle/working/processed/healthy/20221117T013500_4407951432584596_2.0_clip_005.wav,healthy,1,0,0,20221117T013500_4407951432584596_2.0_clip_005.wav
/kaggle/working/processed/healthy/20221117T013500_4407951432584596_2.0_clip_002.wav,healthy,1,0,0,20221117T013500_4407951432584596_2.0_clip_002.wav
/kaggle/working/processed/healthy/20221117T111500_4407951432584596_2.0_clip_012.wav,healthy,1,0,0,20221117T111500_4407951432584596_2.0_clip_012.wav
/kaggle/working/processed/healthy/20221116T231500_4407951432584596_2.0_clip_004.wav,healthy,1,0,0,20221116T231500_4407951432584596_2.0_clip_004.wav
/kaggle/working/processed/healthy/20221116T195500_4407951432584596_2.0_clip_007.wav,healthy,1,0,0,20221116T195500_4407951432584596_2.0_clip_007.wav
/kaggle/working/processed/healthy/20221116T120500_4407951432584596_2.0_clip_005.wav,healthy,1,0,0,20221116T120500_4407951432584596_2.0_clip_005.wav
/kaggle/working/processed/healthy/20221116T231500_4407951432584596_2.0_clip_006.wav,healthy,1,0,0,20221116T231500_4407951432584596_2.0_clip_006.wav
/kaggle/working/processed/healthy/20221116T214500_4407951432584596_2.0_clip_007.wav,healthy,1,0,0,20221116T214500_4407951432584596_2.0_clip_007.wav
/kaggle/working/processed/healthy/20221116T122500_4407951432584596_2.0_clip_012.wav,healthy,1,0,0,20221116T122500_4407951432584596_2.0_clip_012.wav
/kaggle/working/processed/healthy/20221117T111500_4407951432584596_2.0_clip_008.wav,healthy,1,0,0,20221117T111500_4407951432584596_2.0_clip_008.wav
/kaggle/working/processed/healthy/20221116T235500_4407951432584596_2.0_clip_005.wav,healthy,1,0,0,20221116T235500_4407951432584596_2.0_clip_005.wav
/kaggle/working/processed/healthy/20221117T095500_4407951432584596_2.0_clip_012.wav,healthy,1,0,0,20221117T095500_4407951432584596_2.0_clip_012.wav
/kaggle/working/processed/healthy/20221117T095500_4407951432584596_2.0_clip_009.wav,healthy,1,0,0,20221117T095500_4407951432584596_2.0_clip_009.wav
/kaggle/working/processed/healthy/20221116T131500_4407951432584596_2.0_clip_008.wav,healthy,1,0,0,20221116T131500_4407951432584596_2.0_clip_008.wav
/kaggle/working/processed/healthy/20221116T121500_4407951432584596_2.0_clip_012.wav,healthy,1,0,0,20221116T121500_4407951432584596_2.0_clip_012.wav
/kaggle/working/processed/healthy/20221116T174500_4407951432584596_2.0_clip_009.wav,healthy,1,0,0,20221116T174500_4407951432584596_2.0_clip_009.wav
/kaggle/working/processed/healthy/20221116T120500_4407951432584596_2.0_clip_003.wav,healthy,1,0,0,20221116T120500_4407951432584596_2.0_clip_003.wav
/kaggle/working/processed/healthy/20221116T224500_4407951432584596_2.0_clip_001.wav,healthy,1,0,0,20221116T224500_4407951432584596_2.0_clip_001.wav
/kaggle/working/processed/healthy/20221117T104500_4407951432584596_2.0_clip_010.wav,healthy,1,0,0,20221117T104500_4407951432584596_2.0_clip_010.wav
/kaggle/working/processed/healthy/20221116T162500_4407951432584596_2.0_clip_011.wav,healthy,1,0,0,20221116T162500_4407951432584596_2.0_clip_011.wav
/kaggle/working/processed/healthy/20221117T093500_4407951432584596_2.0_clip_008.wav,healthy,1,0,0,20221117T093500_4407951432584596_2.0_clip_008.wav
/kaggle/working/processed/healthy/20221116T123500_4407951432584596_2.0_clip_004.wav,healthy,1,0,0,20221116T123500_4407951432584596_2.0_clip_004.wav
/kaggle/working/processed/healthy/20221116T211500_4407951432584596_2.0_clip_001.wav,healthy,1,0,0,20221116T211500_4407951432584596_2.0_clip_001.wav
/kaggle/working/processed/healthy/20221116T183500_4407951432584596_2.0_clip_002.wav,healthy,1,0,0,20221116T183500_4407951432584596_2.0_clip_002.wav
/kaggle/working/processed/healthy/20221116T234500_4407951432584596_2.0_clip_001.wav,healthy,1,0,0,20221116T234500_4407951432584596_2.0_clip_001.wav
/kaggle/working/processed/healthy/20221116T182500_4407951432584596_2.0_clip_011.wav,healthy,1,0,0,20221116T182500_4407951432584596_2.0_clip_011.wav
/kaggle/working/processed/healthy/20221117T061500_4407951432584596_2.0_clip_008.wav,healthy,1,0,0,20221117T061500_4407951432584596_2.0_clip_008.wav
/kaggle/working/processed/healthy/20221116T194500_4407951432584596_2.0_clip_010.wav,healthy,1,0,0,20221116T194500_4407951432584596_2.0_clip_010.wav
/kaggle/working/processed/healthy/20221116T170500_4407951432584596_2.0_clip_007.wav,healthy,1,0,0,20221116T170500_4407951432584596_2.0_clip_007.wav
/kaggle/working/processed/healthy/20221116T175500_4407951432584596_2.0_clip_003.wav,healthy,1,0,0,20221116T175500_4407951432584596_2.0_clip_003.wav
/kaggle/working/processed/healthy/20221116T203500_4407951432584596_2.0_clip_005.wav,healthy,1,0,0,20221116T203500_4407951432584596_2.0_clip_005.wav
/kaggle/working/processed/healthy/20221116T152500_4407951432584596_2.0_clip_012.wav,healthy,1,0,0,20221116T152500_4407951432584596_2.0_clip_012.wav
/kaggle/working/processed/healthy/20221116T212500_4407951432584596_2.0_clip_012.wav,healthy,1,0,0,20221116T212500_4407951432584596_2.0_clip_012.wav
/kaggle/working/processed/healthy/20221116T150500_4407951432584596_2.0_clip_001.wav,healthy,1,0,0,20221116T150500_4407951432584596_2.0_clip_001.wav
/kaggle/working/processed/healthy/20221117T080500_4407951432584596_2.0_clip_004.wav,healthy,1,0,0,20221117T080500_4407951432584596_2.0_clip_004.wav
/kaggle/working/processed/healthy/20221117T083500_4407951432584596_2.0_clip_002.wav,healthy,1,0,0,20221117T083500_4407951432584596_2.0_clip_002.wav
/kaggle/working/processed/healthy/20221117T085500_4407951432584596_2.0_clip_001.wav,healthy,1,0,0,20221117T085500_4407951432584596_2.0_clip_001.wav
/kaggle/working/processed/healthy/20221117T044500_4407951432584596_2.0_clip_010.wav,healthy,1,0,0,20221117T044500_4407951432584596_2.0_clip_010.wav
/kaggle/working/processed/healthy/20221117T095500_4407951432584596_2.0_clip_006.wav,healthy,1,0,0,20221117T095500_4407951432584596_2.0_clip_006.wav
/kaggle/working/processed/healthy/20221116T192500_4407951432584596_2.0_clip_009.wav,healthy,1,0,0,20221116T192500_4407951432584596_2.0_clip_009.wav
/kaggle/working/processed/healthy/20221116T174500_4407951432584596_2.0_clip_005.wav,healthy,1,0,0,20221116T174500_4407951432584596_2.0_clip_005.wav
/kaggle/working/processed/healthy/20221117T094500_4407951432584596_2.0_clip_002.wav,healthy,1,0,0,20221117T094500_4407951432584596_2.0_clip_002.wav
/kaggle/working/processed/healthy/20221117T083500_4407951432584596_2.0_clip_011.wav,healthy,1,0,0,20221117T083500_4407951432584596_2.0_clip_011.wav
/kaggle/working/processed/healthy/20221116T200500_4407951432584596_2.0_clip_011.wav,healthy,1,0,0,20221116T200500_4407951432584596_2.0_clip_011.wav
/kaggle/working/processed/healthy/20221117T001500_4407951432584596_2.0_clip_009.wav,healthy,1,0,0,20221117T001500_4407951432584596_2.0_clip_009.wav
/kaggle/working/processed/healthy/20221116T175500_4407951432584596_2.0_clip_004.wav,healthy,1,0,0,20221116T175500_4407951432584596_2.0_clip_004.wav
/kaggle/working/processed/healthy/20221116T175500_4407951432584596_2.0_clip_008.wav,healthy,1,0,0,20221116T175500_4407951432584596_2.0_clip_008.wav
/kaggle/working/processed/healthy/20221116T225500_4407951432584596_2.0_clip_006.wav,healthy,1,0,0,20221116T225500_4407951432584596_2.0_clip_006.wav
/kaggle/working/processed/healthy/20221117T051500_4407951432584596_2.0_clip_005.wav,healthy,1,0,0,20221117T051500_4407951432584596_2.0_clip_005.wav
/kaggle/working/processed/healthy/20221117T094500_4407951432584596_2.0_clip_003.wav,healthy,1,0,0,20221117T094500_4407951432584596_2.0_clip_003.wav
/kaggle/working/processed/healthy/20221116T164500_4407951432584596_2.0_clip_001.wav,healthy,1,0,0,20221116T164500_4407951432584596_2.0_clip_001.wav
/kaggle/working/processed/healthy/20221116T204500_4407951432584596_2.0_clip_006.wav,healthy,1,0,0,20221116T204500_4407951432584596_2.0_clip_006.wav
/kaggle/working/processed/healthy/20221117T042500_4407951432584596_2.0_clip_011.wav,healthy,1,0,0,20221117T042500_4407951432584596_2.0_clip_011.wav
/kaggle/working/processed/healthy/20221117T093500_4407951432584596_2.0_clip_010.wav,healthy,1,0,0,20221117T093500_4407951432584596_2.0_clip_010.wav
/kaggle/working/processed/healthy/20221116T170500_4407951432584596_2.0_clip_008.wav,healthy,1,0,0,20221116T170500_4407951432584596_2.0_clip_008.wav
/kaggle/working/processed/healthy/20221116T190500_4407951432584596_2.0_clip_008.wav,healthy,1,0,0,20221116T190500_4407951432584596_2.0_clip_008.wav
/kaggle/working/processed/healthy/20221117T052500_4407951432584596_2.0_clip_004.wav,healthy,1,0,0,20221117T052500_4407951432584596_2.0_clip_004.wav
/kaggle/working/processed/healthy/20221117T055500_4407951432584596_2.0_clip_010.wav,healthy,1,0,0,20221117T055500_4407951432584596_2.0_clip_010.wav
/kaggle/working/processed/healthy/20221116T194500_4407951432584596_2.0_clip_006.wav,healthy,1,0,0,20221116T194500_4407951432584596_2.0_clip_006.wav
/kaggle/working/processed/healthy/20221116T194500_4407951432584596_2.0_clip_012.wav,healthy,1,0,0,20221116T194500_4407951432584596_2.0_clip_012.wav
/kaggle/working/processed/healthy/20221117T020500_4407951432584596_2.0_clip_008.wav,healthy,1,0,0,20221117T020500_4407951432584596_2.0_clip_008.wav
/kaggle/working/processed/healthy/20221117T033500_4407951432584596_2.0_clip_005.wav,healthy,1,0,0,20221117T033500_4407951432584596_2.0_clip_005.wav
/kaggle/working/processed/healthy/20221117T043500_4407951432584596_2.0_clip_010.wav,healthy,1,0,0,20221117T043500_4407951432584596_2.0_clip_010.wav
/kaggle/working/processed/healthy/20221117T091500_4407951432584596_2.0_clip_010.wav,healthy,1,0,0,20221117T091500_4407951432584596_2.0_clip_010.wav
/kaggle/working/processed/healthy/20221116T122500_4407951432584596_2.0_clip_006.wav,healthy,1,0,0,20221116T122500_4407951432584596_2.0_clip_006.wav
/kaggle/working/processed/healthy/20221116T183500_4407951432584596_2.0_clip_012.wav,healthy,1,0,0,20221116T183500_4407951432584596_2.0_clip_012.wav
/kaggle/working/processed/healthy/20221117T062500_4407951432584596_2.0_clip_008.wav,healthy,1,0,0,20221117T062500_4407951432584596_2.0_clip_008.wav
/kaggle/working/processed/healthy/20221116T220500_4407951432584596_2.0_clip_011.wav,healthy,1,0,0,20221116T220500_4407951432584596_2.0_clip_011.wav
/kaggle/working/processed/healthy/20221116T180500_4407951432584596_2.0_clip_011.wav,healthy,1,0,0,20221116T180500_4407951432584596_2.0_clip_011.wav
/kaggle/working/processed/healthy/20221116T233500_4407951432584596_2.0_clip_004.wav,healthy,1,0,0,20221116T233500_4407951432584596_2.0_clip_004.wav
/kaggle/working/processed/healthy/20221116T161500_4407951432584596_2.0_clip_004.wav,healthy,1,0,0,20221116T161500_4407951432584596_2.0_clip_004.wav
/kaggle/working/processed/healthy/20221117T074500_4407951432584596_2.0_clip_006.wav,healthy,1,0,0,20221117T074500_4407951432584596_2.0_clip_006.wav
/kaggle/working/processed/healthy/20221116T200500_4407951432584596_2.0_clip_012.wav,healthy,1,0,0,20221116T200500_4407951432584596_2.0_clip_012.wav
/kaggle/working/processed/healthy/20221117T101500_4407951432584596_2.0_clip_002.wav,healthy,1,0,0,20221117T101500_4407951432584596_2.0_clip_002.wav
/kaggle/working/processed/healthy/20221117T004500_4407951432584596_2.0_clip_007.wav,healthy,1,0,0,20221117T004500_4407951432584596_2.0_clip_007.wav
/kaggle/working/processed/healthy/20221117T080500_4407951432584596_2.0_clip_006.wav,healthy,1,0,0,20221117T080500_4407951432584596_2.0_clip_006.wav
/kaggle/working/processed/healthy/20221117T100500_4407951432584596_2.0_clip_012.wav,healthy,1,0,0,20221117T100500_4407951432584596_2.0_clip_012.wav
/kaggle/working/processed/healthy/20221116T212500_4407951432584596_2.0_clip_008.wav,healthy,1,0,0,20221116T212500_4407951432584596_2.0_clip_008.wav
/kaggle/working/processed/healthy/20221117T103500_4407951432584596_2.0_clip_008.wav,healthy,1,0,0,20221117T103500_4407951432584596_2.0_clip_008.wav
/kaggle/working/processed/healthy/20221116T143500_4407951432584596_2.0_clip_005.wav,healthy,1,0,0,20221116T143500_4407951432584596_2.0_clip_005.wav
/kaggle/working/processed/healthy/20221117T002500_4407951432584596_2.0_clip_011.wav,healthy,1,0,0,20221117T002500_4407951432584596_2.0_clip_011.wav
/kaggle/working/processed/healthy/20221116T151500_4407951432584596_2.0_clip_005.wav,healthy,1,0,0,20221116T151500_4407951432584596_2.0_clip_005.wav
/kaggle/working/processed/healthy/20221116T233500_4407951432584596_2.0_clip_002.wav,healthy,1,0,0,20221116T233500_4407951432584596_2.0_clip_002.wav
/kaggle/working/processed/healthy/20221117T014500_4407951432584596_2.0_clip_011.wav,healthy,1,0,0,20221117T014500_4407951432584596_2.0_clip_011.wav
/kaggle/working/processed/healthy/20221117T050500_4407951432584596_2.0_clip_001.wav,healthy,1,0,0,20221117T050500_4407951432584596_2.0_clip_001.wav
/kaggle/working/processed/healthy/20221117T033500_4407951432584596_2.0_clip_007.wav,healthy,1,0,0,20221117T033500_4407951432584596_2.0_clip_007.wav
/kaggle/working/processed/healthy/20221117T035500_4407951432584596_2.0_clip_004.wav,healthy,1,0,0,20221117T035500_4407951432584596_2.0_clip_004.wav
/kaggle/working/processed/healthy/20221117T010500_4407951432584596_2.0_clip_010.wav,healthy,1,0,0,20221117T010500_4407951432584596_2.0_clip_010.wav
/kaggle/working/processed/healthy/20221116T231500_4407951432584596_2.0_clip_012.wav,healthy,1,0,0,20221116T231500_4407951432584596_2.0_clip_012.wav
/kaggle/working/processed/healthy/20221116T145500_4407951432584596_2.0_clip_008.wav,healthy,1,0,0,20221116T145500_4407951432584596_2.0_clip_008.wav
/kaggle/working/processed/healthy/20221116T230500_4407951432584596_2.0_clip_001.wav,healthy,1,0,0,20221116T230500_4407951432584596_2.0_clip_001.wav
/kaggle/working/processed/healthy/20221116T211500_4407951432584596_2.0_clip_011.wav,healthy,1,0,0,20221116T211500_4407951432584596_2.0_clip_011.wav
/kaggle/working/processed/healthy/20221116T125500_4407951432584596_2.0_clip_011.wav,healthy,1,0,0,20221116T125500_4407951432584596_2.0_clip_011.wav
/kaggle/working/processed/healthy/20221116T134500_4407951432584596_2.0_clip_003.wav,healthy,1,0,0,20221116T134500_4407951432584596_2.0_clip_003.wav
/kaggle/working/processed/healthy/20221116T233500_4407951432584596_2.0_clip_009.wav,healthy,1,0,0,20221116T233500_4407951432584596_2.0_clip_009.wav
/kaggle/working/processed/healthy/20221117T011500_4407951432584596_2.0_clip_004.wav,healthy,1,0,0,20221117T011500_4407951432584596_2.0_clip_004.wav
/kaggle/working/processed/healthy/20221116T125500_4407951432584596_2.0_clip_001.wav,healthy,1,0,0,20221116T125500_4407951432584596_2.0_clip_001.wav
/kaggle/working/processed/healthy/20221117T024500_4407951432584596_2.0_clip_011.wav,healthy,1,0,0,20221117T024500_4407951432584596_2.0_clip_011.wav
/kaggle/working/processed/healthy/20221116T130500_4407951432584596_2.0_clip_008.wav,healthy,1,0,0,20221116T130500_4407951432584596_2.0_clip_008.wav
/kaggle/working/processed/healthy/20221116T182500_4407951432584596_2.0_clip_002.wav,healthy,1,0,0,20221116T182500_4407951432584596_2.0_clip_002.wav
/kaggle/working/processed/healthy/20221116T125500_4407951432584596_2.0_clip_005.wav,healthy,1,0,0,20221116T125500_4407951432584596_2.0_clip_005.wav
/kaggle/working/processed/healthy/20221117T011500_4407951432584596_2.0_clip_009.wav,healthy,1,0,0,20221117T011500_4407951432584596_2.0_clip_009.wav
/kaggle/working/processed/healthy/20221116T175500_4407951432584596_2.0_clip_011.wav,healthy,1,0,0,20221116T175500_4407951432584596_2.0_clip_011.wav
/kaggle/working/processed/healthy/20221116T145500_4407951432584596_2.0_clip_004.wav,healthy,1,0,0,20221116T145500_4407951432584596_2.0_clip_004.wav
/kaggle/working/processed/healthy/20221117T063500_4407951432584596_2.0_clip_010.wav,healthy,1,0,0,20221117T063500_4407951432584596_2.0_clip_010.wav
/kaggle/working/processed/healthy/20221117T020500_4407951432584596_2.0_clip_011.wav,healthy,1,0,0,20221117T020500_4407951432584596_2.0_clip_011.wav
/kaggle/working/processed/healthy/20221117T054500_4407951432584596_2.0_clip_011.wav,healthy,1,0,0,20221117T054500_4407951432584596_2.0_clip_011.wav
/kaggle/working/processed/healthy/20221117T111500_4407951432584596_2.0_clip_006.wav,healthy,1,0,0,20221117T111500_4407951432584596_2.0_clip_006.wav
/kaggle/working/processed/healthy/20221117T014500_4407951432584596_2.0_clip_005.wav,healthy,1,0,0,20221117T014500_4407951432584596_2.0_clip_005.wav
/kaggle/working/processed/healthy/20221117T100500_4407951432584596_2.0_clip_007.wav,healthy,1,0,0,20221117T100500_4407951432584596_2.0_clip_007.wav
/kaggle/working/processed/healthy/20221117T013500_4407951432584596_2.0_clip_004.wav,healthy,1,0,0,20221117T013500_4407951432584596_2.0_clip_004.wav
/kaggle/working/processed/healthy/20221116T135500_4407951432584596_2.0_clip_004.wav,healthy,1,0,0,20221116T135500_4407951432584596_2.0_clip_004.wav
/kaggle/working/processed/healthy/20221117T102500_4407951432584596_2.0_clip_006.wav,healthy,1,0,0,20221117T102500_4407951432584596_2.0_clip_006.wav
/kaggle/working/processed/healthy/20221117T014500_4407951432584596_2.0_clip_008.wav,healthy,1,0,0,20221117T014500_4407951432584596_2.0_clip_008.wav
/kaggle/working/processed/healthy/20221116T141500_4407951432584596_2.0_clip_003.wav,healthy,1,0,0,20221116T141500_4407951432584596_2.0_clip_003.wav
/kaggle/working/processed/healthy/20221116T211500_4407951432584596_2.0_clip_006.wav,healthy,1,0,0,20221116T211500_4407951432584596_2.0_clip_006.wav
/kaggle/working/processed/healthy/20221117T084500_4407951432584596_2.0_clip_007.wav,healthy,1,0,0,20221117T084500_4407951432584596_2.0_clip_007.wav
/kaggle/working/processed/healthy/20221116T202500_4407951432584596_2.0_clip_012.wav,healthy,1,0,0,20221116T202500_4407951432584596_2.0_clip_012.wav
/kaggle/working/processed/healthy/20221116T205500_4407951432584596_2.0_clip_008.wav,healthy,1,0,0,20221116T205500_4407951432584596_2.0_clip_008.wav
/kaggle/working/processed/healthy/20221116T131500_4407951432584596_2.0_clip_010.wav,healthy,1,0,0,20221116T131500_4407951432584596_2.0_clip_010.wav
/kaggle/working/processed/healthy/20221116T155500_4407951432584596_2.0_clip_005.wav,healthy,1,0,0,20221116T155500_4407951432584596_2.0_clip_005.wav
/kaggle/working/processed/healthy/20221117T015500_4407951432584596_2.0_clip_007.wav,healthy,1,0,0,20221117T015500_4407951432584596_2.0_clip_007.wav
/kaggle/working/processed/healthy/20221116T165500_4407951432584596_2.0_clip_010.wav,healthy,1,0,0,20221116T165500_4407951432584596_2.0_clip_010.wav
/kaggle/working/processed/healthy/20221116T171500_4407951432584596_2.0_clip_009.wav,healthy,1,0,0,20221116T171500_4407951432584596_2.0_clip_009.wav
/kaggle/working/processed/healthy/20221116T121500_4407951432584596_2.0_clip_005.wav,healthy,1,0,0,20221116T121500_4407951432584596_2.0_clip_005.wav
/kaggle/working/processed/healthy/20221117T021500_4407951432584596_2.0_clip_008.wav,healthy,1,0,0,20221117T021500_4407951432584596_2.0_clip_008.wav
/kaggle/working/processed/healthy/20221116T133500_4407951432584596_2.0_clip_002.wav,healthy,1,0,0,20221116T133500_4407951432584596_2.0_clip_002.wav
/kaggle/working/processed/healthy/20221116T165500_4407951432584596_2.0_clip_011.wav,healthy,1,0,0,20221116T165500_4407951432584596_2.0_clip_011.wav
/kaggle/working/processed/healthy/20221116T195500_4407951432584596_2.0_clip_012.wav,healthy,1,0,0,20221116T195500_4407951432584596_2.0_clip_012.wav
/kaggle/working/processed/healthy/20221117T002500_4407951432584596_2.0_clip_002.wav,healthy,1,0,0,20221117T002500_4407951432584596_2.0_clip_002.wav
/kaggle/working/processed/healthy/20221116T152500_4407951432584596_2.0_clip_004.wav,healthy,1,0,0,20221116T152500_4407951432584596_2.0_clip_004.wav
/kaggle/working/processed/healthy/20221117T105500_4407951432584596_2.0_clip_008.wav,healthy,1,0,0,20221117T105500_4407951432584596_2.0_clip_008.wav
/kaggle/working/processed/healthy/20221117T022500_4407951432584596_2.0_clip_012.wav,healthy,1,0,0,20221117T022500_4407951432584596_2.0_clip_012.wav
/kaggle/working/processed/healthy/20221117T001500_4407951432584596_2.0_clip_011.wav,healthy,1,0,0,20221117T001500_4407951432584596_2.0_clip_011.wav
/kaggle/working/processed/healthy/20221117T021500_4407951432584596_2.0_clip_012.wav,healthy,1,0,0,20221117T021500_4407951432584596_2.0_clip_012.wav
/kaggle/working/processed/healthy/20221116T163500_4407951432584596_2.0_clip_007.wav,healthy,1,0,0,20221116T163500_4407951432584596_2.0_clip_007.wav
/kaggle/working/processed/healthy/20221117T004500_4407951432584596_2.0_clip_012.wav,healthy,1,0,0,20221117T004500_4407951432584596_2.0_clip_012.wav
/kaggle/working/processed/healthy/20221116T234500_4407951432584596_2.0_clip_010.wav,healthy,1,0,0,20221116T234500_4407951432584596_2.0_clip_010.wav
/kaggle/working/processed/healthy/20221117T002500_4407951432584596_2.0_clip_006.wav,healthy,1,0,0,20221117T002500_4407951432584596_2.0_clip_006.wav
